Rating,Reviews
1,Absolute Junk
1,A Headache of a Vacuum
2,good product
1,Broke after one year
2,fuzzfree
2,Fantastic Vacuum - Hoover
1,Wish I'd Read Reviews Before Buying
1,Poor Quality construction
2,Creative fun is good fun
2,"yoga, meditation, massage music to enjoy while reading"
2,Amazing and insightful
2,An Underappreciated Capra Classic
2,WARREN AND MAY ARE GREAT!!!!!
1,Broken!
1,A broken item was sent
1,The reviews are true about the bulb!
1,UNoriginal!!!
2,cheap price works well
2,Awesome game
2,not perfect
2,Good but wordy
1,ysbwriel diwerth
1,Buy the book instead
1,Comments on Crowd Madness
2,Informative and interesting - Maybe not for a beginner
2,A great second volume
1,Curious about this book!
2,Travel Prep for Italy.
1,Komplete Mess
1,What planet am I on?
1,Not at all what I expected
1,"It does have a story, sort of"
1,Ouch
1,Boring
1,NightmareGirls
2,"""Dreamsgirls ""- A Dream Movie!"
2,Best dvd edition ever
1,Totally blah
1,First greek zombie flick ever...
2,Like a drug you take by listening
1,Nice retrospective... but not too informative
1,Not For Those Who Wish To Build Boats
2,good purchase
2,Actually Awesome
1,Excess Sweetness and Filler
2,Awesome piano trio jazz
2,Never Cry Wolf: Amazing True Story of Life Among Artic Wolves
2,Wolf Behavior: Interesting and Entertaining
2,Which version to get?
2,Hypnotic
1,What was i thinking?
2,Lyrical prose. Masterfully told.
2,Just what I expected
1,"Great visual, poor plot"
1,A Lite Alternative
2,I wanted a LITTLE more Soundgarden
1,Wow... this is one awful CD
1,best of his solo efforts and that's not saying much
1,How can anyone take this seriously?
2,Cornell shines in Euphoria Morning
2,Euphoria Morning Glory
2,Awesome CD
2,"oh honey, it's been so long."
2,Chris Evolves With Spectacular Results
2,Really Good Album that doesn't rip-off Cornell's past...
1,will not work
2,The Longest Day
1,gkardd
2,Water Conditioner
2,what a voice
1,Bad.
2,"Interesting, atmospheric mystery debut"
2,Good Sci-Fi flick!
2,Quiet Earth and Quiet Film
2,The Quiet Earth
1,The Quiet Earth
1,Do Not Waste Your Money Like I Did.
2,Leisurely read
2,Selleck Continues as the Modern John Wayne
2,Powerful and efficient
1,powerless cutter
1,poor life cycle - not a smart buy
1,Worth equal to toilet paper
1,Not a big deal!
2,Worth more than One Minute
2,For the real manager.
2,Clifford's First Valentine's Day Was Great!
2,Grandmas Bliss
1,Cannot even compare to the book!
2,The Shining
2,"SPY, SUSPENSE, THRILLER, AND FABULOUS LOVE INTEREST"
1,Worst. Economics. Text. Ever.
2,Pretty Darn Good
1,Tuner Technology: Analog
1,Tasteless and pathetic
1,May I use your Umbrella?
1,BAD MOVIE
1,Awful
1,IMUS. AMERICA'S COWBOY
1,Huge problem with this book!
2,Most Relaxing
1,The Digital Caliper Did not work!
2,Nice for the price
2,Digital calipers
2,Good Tool Low Price
1,Worth what you pay for it - no more!
2,Great condition
2,Wonderful Period Piece
1,I'm done with this show....
1,Please send me the product
2,Having fun watching it
1,naked truth
1,still waiting
2,Captured Live!!
1,bad
1,Total Waste
2,You need to give this one some time. Rewards will come.
2,The Offical All My Children Trivia Book
1,"Survival Island, should read, Sink me Island"
1,Sucked
2,5 Stars for Kelly Brook!
1,Really?
1,useless product
2,Satisfied
2,small but mighty
2,Best Can Crusher
1,Junk!!
1,No caller ID
1,Cats had fleas within a month
2,Space Invaders
2,Just Plain Fun
1,The only book that I actually wish to never even see again.
2,Tender
1,"Blurry, Faded, and Flat"
1,I would rather scrape
2,GREAT PRODUCT.
2,There is no better Physics text for the non-Ph.D. reader.
1,The lame observations of an unfunny man.
1,Can you say boring three times fast?
2,clever
1,you're better off reading cocoa puff box.
1,Limited Coverage
1,Rip-off!
1,Hampered by use of custom libraries
2,'The Engager' - works good
2,Prior Reviews Are Not of This Set
1,Terrible quality control.
2,Perfect Tool!
1,Crane not real. Cheap toy. Falls apart easily.
2,"Founding ""god"" father"
2,Piece of American History
2,Wolf Woman is the best book I have ever read
1,Borrrrrring
2,erinsmom
2,Not Much Room
2,"Hillman is authoritative, erudite and comprehensive."
2,"Way to go, Jackie!"
1,disappointed
2,a bomb ... streetball title for your ps2
2,STREET HOOPS
2,This book speaks to the heart of life
2,Hope in Suffering
2,Search for Meaning
2,Interesting
2,A path from apathy...
2,Get a hard copy
2,Very meaningful read
2,Inspiring
2,A book that can help you lifelong
2,A MUST Read!
2,A Must Read
2,Best PS2 Motorcycle Game.
2,Sundrinker by Zach Hughes
2,"Money, Murder and a Dachshund! What more could you ask for?!"
1,Fails at its basic purpose Try another brand
2,Yeah for Little Bear!
2,bear flick
1,Books review.
1,Could have been way more fabulous
2,"Good show, good soundtrack, however..."
1,From Fab 5 to Drab 13
2,Good for working out
2,Except for the theme song no biggie
1,Not as good as the rest
2,oh yeah
1,okay game
1,What?
2,Jim Croce Classic Hits
1,"WHY this single on BILLBOARD HOT 100 top 10, IF NOT..."
2,Audubon Guide to African Wildlife
2,"If you Love textile art, you'll love this book"
1,Disappointing
2,Very old.
1,There are much better games out there
2,An Excellent and Practical Guide To Grammar
2,well done
1,Kimi is disgusting
2,Brilliant Movie!
2,LOVE
2,Great Family Movie
2,Wow...
2,Mind and Finger Stimulation
2,A Great First CD
2,Just wonderful!!!
2,One Word: Amazing...
2,way to go Elliot!
2,Elliott's AMAZING
1,Late
1,A good approach but filled with errors.
2,Fantastic
2,Where to find on DVD
1,This is the one
1,Couldn't Deal With The Strings...
1,yeah ... right!
1,BORING REVEANGE GHOST MOVIE!
1,Surprisingly BORING.
2,if you enjoy music...get this
2,Fantastic!!
2,Best guitar movie ever!
2,Innovative Gem
2,I'm stunned there is no US DVD...great film
1,DO NOT BUY this published version
2,Retro gaming at its best.
2,"VHS very good new , very nice seller , I recommend !!! Thank you"
1,Not as good
2,The weakest of Jordan's series.
1,That's it...
1,Crown of Bores
2,Another great adition to the Wheel of time series...
1,To rest on one's laurals...
2,I can go on with this forever
2,Very enjoyable
1,the beginning of the end
2,GGGGGRRRRREEEEEAAAAAATTTT
1,ARRGGHHHHHHHHHHHHH
2,Jordan is Awesome
2,Should I or shouldn't I buy #7?
2,The best fantasy series since Tolkien
2,music with soul
1,Nice but short life
2,So many twists and turns
1,Poorly Written
2,City of God
1,Mold
2,Pilot's Perspective
1,Presentation of concepts needs improvement
2,More blues and less rock on this one
2,God bless you Jake
2,Great game
2,soon to be the greatest guitar player ever.....great music!!
2,Superb camera -- Buy it now!
2,Cute
2,Great Time shoe!
2,Halloween Shoes
1,Rent before you Buy
2,Worth it
1,hm
2,yes!
1,Tied with White Chicks for worst Movie of 2004
2,Beautiful butterfly book
2,Audubon Society Field Guides
2,Peterson's is better
1,TOO OLD
1,slow and repetitious
2,one of my favs
1,Don't even bother with this one
1,Nice but
1,So So Movie
2,Very Realistc
2,Superman like you've never seen before
1,Shallow vision of Socialism. Mediocre at best
2,One of the better Disney films of the 1980s.
1,It stinks
2,MANKIND'S GREATEST ACHIEVEMENT
2,Very good movie
2,Great movie!!!!
2,"this isn't a bubble gum, shoot'em up movie..."
1,Poor DVD quality
1,You really have to be kidding me.....
1,I wanted to turn this disc into a coaster...
1,"BORING, BAD ACTING, NOT REALISTIC, AWFUL"
1,New BluRay
1,Don't let the packaging fool you!
1,Two stars for redux five for the original
2,Another Coppola Masterpiece
2,"Haunting Film, Semi-Dissapointing Disc"
2,The greatest war film in history
2,''this is the end..''
2,Good classic
2,EWF is still the best.
2,Greatest of All Time
2,Mortal Kombat Trilogy the bomb?
2,Mortal Kombat!!!
2,if color doesnt matter this is for you
1,Elevator Bensusan.
2,This has been my absolute favorite movie since i saw it
2,My favourite move EVER!
2,"She is Strange, but She Has Great Talent."
1,Let Down
2,Talking all night long
2,Macy Gray is one of the best
1,Puh-lease!
2,Gray Matters
1,Turkey Rather Than One Star:
1,the dishwasher !!
1,Pretty much what you'd expect
1,Have no interest in it
1,Help your Dog Fight Cancer
2,great camera
2,Best game I've ever played
1,The movie was positively dreadful
1,Maybe the worst movie I've ever seen
1,... really?
1,stay away from this movie
1,Warped tale should get lost and stay there
1,Two hours of my life wasted
1,Horrible! Absolutly horrible! Worst movie ever!
1,Terrible and a waste of time and money
1,1 star = 1 laugh
2,A VERY FUNNY SEQUEL TO AMERICAN PIE!
2,A Better Pie
1,this cant be happening
2,Hilarious!
2,Fusion jazz gem from the masters
1,This DVD has not been released yet
1,More like The Snore.
1,A caveat to DVD purchasers
2,Humourous Insight
1,Leave your brain and taste at the door
1,So incredibly overrated..
1,Wow was this bad!
1,Ridiculous!
2,"Don't buy the ""Extended"" Edition!"
1,Save Your Money
2,The Best
2,Rock and Roll Jousting
1,Drivel
1,Nobody want's to be this Mama's boys Valentine.
2,The best moddern day horror film of them all!
1,Tom Savage should sue
1,This game sucks
1,HUH>?
1,Extremly desapointing!!
1,Soap opera
2,Recommendation with Enthusiasm
1,Lost interest after the hot tub scene.
1,"Since When Does ONE Deleted Scene = ""Special Features?"""
2,Great purchase
2,"Good Movie,"
1,Not as funny as I expected
1,a very disappointing movie.
1,Sucked
2,HIGHEST Recommendation
2,Best of a Classic
1,This book was just terrible
1,Buy the Update
1,Did I just get a lemon?
1,Junk
1,Frustrating and ineffective.
2,chopper/mincer
2,Infrequent Chopper
1,The Black & Decker Chopper Plus.
2,Great
1,"The worst chopper I have ever used, from the first use!"
1,Don't watch this movie!
1,dissapointing
1,dull and pointless
1,Bad Movie
1,Just bad
2,Classroom Teacher Loved It
1,Don't buy
2,Great Game
2,What are you waitn' for?
2,great album
1,"an OK album, not great"
2,COOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL!
2,One of the best Courtroom Dramas
2,Most Accurate Movie Ever
2,Blew my mind.
1,"Poor history, bad acting, terrible movie"
2,"So, you don't buy Stone's conspiracy theory?"
1,"Some good advice, but not worth buying"
1,dull!
2,Gotta see it to believe it.
1,"B.S., B.S., B.S.!!!!!!!!!"
1,DON'T BUY THIS VERSION
1,"Dumb As Hell , But Watchable"
1,Lied about the size
1,Whiz Bang Ending But it misses the mark.
1,Boring!!!!!!!!!!!
1,Stay Away!
2,The Shop Around the Corner
2,What You've Got Mail Should Have Been
2,Corner Shop review
2,Excelente livro!
2,I echo the 5-star rating of this book
2,Love that Book!
1,Simply disappointing! I don't recommend this album to anyone!
2,Authour recreates his own life story.
2,A Classic from an Early Hippie Band
2,Excellent CD!
2,Very good
2,Full Poster Sized
1,even schwarzenegger must hope this one goes away
2,Better!
1,NOT worth 10$
2,good product
1,new badge soul badge go to cinabar island NOW !
1,"Good ideas, bad execution"
2,Great Bread Machine cookbook!
2,a treasure for bread lovers
2,ProKeys 88SX - the real deal
1,bored to death
2,Definitive historical masterpiece
1,bleh x 5!
2,Arthur enters the story line!
1,Romance in Disguise
1,American TV in 1944? Heh-heh-heh!
1,"I am missing something, right?"
1,Good Film Bad Version
2,its okay
1,Aggressive Defense of Marriage
2,Simply Fantastic...
2,Another Great Book-To-Movie
2,Superb Sequel!
1,Star Trek: Gateways Book One - One Small Step
2,Life is just an edless waltz
1,GRAND
2,You Get What You Pay For
2,Eternal Truth
1,Torture
2,The Animal (Uncut Special Edition)
2,Schneider does it again!
2,Listen to it again
2,In My Opnion
1,boring!!!!
1,I only put 1 star so people would read this :-)
2,"The Two Towers, The best book ever!"
2,The Heart of ot All
2,Wonderful Storytelling. Worthy Tolkien Novel.
2,Ella and Louis
2,not so bad
1,crummy crummy crummy
1,Ouch This Movie Hurts
1,I wish no stars were an option
1,I had no other choice but to read this book.
2,good movie.
2,END OF ONE SERIES AND ACTUAL START OF ANOTHER
1,Don't waste your time or money
1,Not a good Kindle edition
2,Alice's BIG Adventures in Wonderland
1,Only Two Stars for the Penguin Edition
1,In the Rabbit Hole
1,get a magnifying glass
2,Not Just a Beloved Children's Book!
1,Where is the Looking Glass?
2,alice in wonderland
1,Too little technique too much speculation and opinion
2,Very Excellent
1,not the first choice
2,Great read!
2,Stan and Ollie in the Trenches
1,One of the worst movies I have ever seen
1,A let down
1,Slow and amateurish
1,boring
2,"A ""Must Have"" for college dorm rooms"
1,This guide sucks
1,piece of garbage
2,Had to send it back!
2,Good
1,Quality could be better
2,Best Music Video Ever!!!
1,wasted money
2,Desert Island Essential
1,IT HAS NOTHING TO DO ABOUT SPYING
1,"Poorly written love story, good spy story"
1,Poorly Written with Virtually No Story Line to Follow
2,Hilariously slanted look at history
1,Whatever you do don't waste your money on this movie
2,Keeps you laughing
1,Love Ella; didn't love this CD
2,Something's happening here....
1,Good as paper weight
1,does not live up to promise
1,More motivational than substantive
1,RCBS 130
1,Worst movie ever
1,The 39 Steps
1,BE CAREFUL - ONLY BUY CRITERION EDITION
1,Deep
1,Ugggg...
2,The Power in Metaphors
2,Beloved
1,Prysock vs. Harvey
2,great for what i do
2,Standard Breakfast
2,Good Stuff
2,Almost perfect Batman book
1,should have gone with another flavor
1,Not worth watching--nothing Keaton put out really is and maybe never was
2,it works
2,Three women reflect on sandplay
1,Good product bad deal
1,Didnt work for me
1,"DOES NOT WORK, DON'T WASTE YOUR MONEY"
2,Safer pantry pest trap
1,Safer moth traps no longer work
1,Safer Pantry Pest Trap
2,Works but don't depend on it to rid the moths
1,Did not do the job
1,This product does not seem to be working!
2,Pantry moths and larvae
2,"So far, so good... but found elsewhere for less $$$!"
1,A dancer
2,Nina the Torch Chanteuse--Highly Recommended
1,"If only I could vote ""0 Stars"""
1,I don't know anyone in this book!
2,mexican way
1,"Not DTS, Not even a good picture"
1,could have been better
2,"Please, let get it right."
2,I blurted out laughing so many times!! Mama Ruby is Madea
2,Pam's Opinion on The Upper Room
2,**** EXCELLENT PAGE TURNER******
1,Returned. Way too specific for my needs.
1,"Smiley, Cheer Up!"
2,maximum WHO
2,"Bag It, a wake up call on plastics"
2,BRAVO! CHER!
2,We don't have Cher in Brazil
2,That's just how it is
1,"Cheap, unreliable."
1,Buy it from a department store
1,Misleading
2,Can't wait for his next book...
2,Wrong color sent
2,Not too seriously
2,A great book about a great pitcher!
2,Dying to have known DVD (Gerson Therapy)
1,Great service but . . .
2,Excellent analysis of Knowledge Management
1,What an unpleasant surprise ...
1,Why Isn't The 2009 Anniversary Edition Widescreen Format???
2,good slasher
2,It's the greatest book about AST I've ever read !
2,One of the best movies of all time
1,Did not know it did not download to your device.
1,Casablanca
2,Great movie!
2,"Great film, good DVD"
2,A movie fan's dream..film noir and romance combined.
1,How should I put this?
1,"If you love this film, don't buy this DVD."
2,Casablanca
2,I Bought this as a gift
1,fornication
2,Love this movie
2,A Package of Nostalgia
2,Fantastic old movie!
2,Hookah
2,I Love Steve Coogan...
2,beyound the sea of ice
2,Best Illustration book I could ever wish for..
2,Grill skillet
1,did not work
2,"Pretty, dainty, worth your penny, but..."
1,Too much revenge.
1,Not worth buying
2,Excellent Album
1,Not a bit of freshness to Horace Silver's masterwork!
1,Offset dialog screens
2,Great wave board
2,very fun
1,"fun, while it lasted...."
1,Cheap Plastic that Cracks from normal use
2,GIVES PEACE OF MIND
2,Learning can be fun!
2,Where to purchase this book (and PDF) online...
2,"So well written, I felt as if I was Vyry."
2,Loki does it again
2,Q-Copy Replacement Cartridge
1,Suck(s)
1,Directions are AWFUL
1,Pretty but lame
2,Really worth the price
1,KOSS is a terrible CD player
2,Great CD Player!
1,"1 pen, not 12."
2,One of my favorite movies
2,An excellant book for all ages and nationalities
2,Great IS and Bokeh
1,A Solid Lens with drawbacks
2,The Canon EF 70-300 mm IS is a GREAT lens for the price!!
2,great
2,Awesome Lens Great Price!!
2,Great lens
1,Over priced...
2,Makes Guero look thin....
1,a mulligan
1,Cumbersome and cheap
1,The Camera that wasn't
1,worst movie ever!!!!!!
2,Too Large
2,Better than the original
1,Good Product money wise but not Safe
2,"Very, Very Good CD......."
2,"Like the mat, love the length"
2,Very pleased
2,Victims No Longer
1,Unsatisfied
2,A MUST READ FOR EVERYONE!
2,gone with the wind
1,"A wannabe ""War & Peace."""
2,The Best Book Ever
2,Used but Good Book
1,It didn't work and spoilt my coffee maker as well
2,great gift for soon-to-be moms
1,.
1,Not for every taste.
1,Ended up not liking Bobby Fischer
2,A Good Sample
2,THE 1.33:1 ASPECT RATIO WAS HOW IT WAS INTENDED
2,Great collection for a film buff !
2,One of the greats...
1,The template
2,A great story
2,One of the top ten best films -EVER.
2,Unforgettable
2,And you thought kids watch teen movies!
2,The best movie ever made
2,Check the original aspect ratio nefore you complain...
1,didnt like it.
1,One of the most boring movies ever!
2,A Monument to the Writing Life
1,"CAREFUL: Cheap, yes. But these are low quality media"
1,"As a teacher, I found the ""sports coach"" tone distracting."
1,Disappointed
2,High on the list of movies that p**s off liberals
2,Great for Travelers
1,A Semi-Interesting Mess
2,"Love it or Hate it, It's Still Great Prose"
1,Not Believable
1,You have to love this book
1,Adobe InDesign CS2@work
2,This book is fantastic.
2,The Last Trail
1,not a novel
1,Ok
2,Real Samba
2,Price Hard To Beat
1,McLaughlin leaves us waiting
2,This Novel Is What Great Writing Is All About!!
2,One of the 5 Greatest Novels Ever Written
2,"A ""boring masterpiece"""
2,Steinbeck goodness
1,Plastic!
2,I work here. Trust me. It's the best thing ever written.
2,Please Reprint!
2,Go PATS!
2,Classic
1,"Nowadays, this is pure B-comedy!"
2,The best! I had to watch the last of it with the lights on!!
1,They Cropped out the Boobs
2,Absolutely Scary!
2,Best Slasher Film Ever!!
2,Best horror movie ive ever seen
2,An absolute masterpiece of Terror!!!
1,"Oh, please!!"
1,This sucks...
2,Nice but not what i expected
2,The Classic Horror Movie
2,The Begining of the best Horror Series Ever!
2,A Must Have For Every Horror Buff
1,Poor DVD transfer
1,"""Kane Hodder should have played Michael..."""
1,Utterly Ridiculous
2,Halloween Blu-Ray
1,Where's the ending?
2,Grandmothers life
2,Look at life from one womens perspective.
2,Letter from a Woman Homesteader
1,lois
2,Water wings
2,"Great price, great taste"
2,Very interesting
2,Excellent
2,Forgotten movie
2,A Good Story
1,Redemption
2,This is a gripping epic that leaves one filled with emotion
2,Superb collection of short stories about southern life.
2,Nice Fit
1,A Student Perspective
2,Good Read
2,Doesn't get any better!
2,They are amazing
1,Don't bother
1,Short Lifespan
1,"Poorly crafted, no noticeable affects."
1,it broke
1,Complete piece of garbage
2,Works like a charm...
2,Targus Chill Pad
1,Stopped working after only 2 months of having it
1,Don't buy Targus products!!!
1,Wobbly
1,bad connection soon after purchase
1,Didn't know it was so noisy.
2,Cool Air From the Chill Pad
1,Horrible!
2,useful product
1,worked for a week
1,bad connection
1,OKay but not long lasting and loud
1,Power Cord issues after a few months
1,WORST COOLING PRODUCTS EVER!!
1,actual product model delivered is not of the pictured shown on amazon
1,The USB cable is a piece of crap
1,Cheap quality
1,better than nothing@
1,POS - and that does not mean point of sale!!
1,Decent while it lasts
1,Great for first 3 months....then quit working.
1,Plastic and cheap
1,Didnt get the one in the main picture!!!!
1,Not what it seems
2,good book
1,Disappointing device
1,FreeSpeak 250 - Not That Great
2,best purchase
2,Very good camera.
1,Panasonic Lumix
1,Lacks quality great concept!
1,After 1 month pump does not work.
2,This is a wonderful book
2,"Very, very impressed"
2,Golly.
1,"Perfect in the beginning, Nightmare in the end."
2,power washer
1,Really inappropriate
1,Sex and nudity in the city of gambling
2,Elizabeth Berkley is a babe!
2,A big slice of cheesecake
2,hey hey hey what is going on here?
2,"Highly Underrated, The Plan 9 From Outer Space Of Our Time"
1,TRASHY
1,This is by Thrustmaster!?
1,"Arcade OK, but simply not up to standards for simulations!"
2,Good But with a few flaws
2,A Tragic story
2,A True Account of Lethal Deception for Profit
2,Pioneer Families of eastern and southeatern Kentucky
2,Unparalled story craftmanship
1,Low Quality Filter
1,Beware-- shipping ruins these planters.
1,Okay
1,Easily the worst movie ever!
2,Daughter's now part of the airsoft games
2,Neanderthal Man
1,Item is Not as Described!
1,One of my least favorite Nora books......
1,Old and Tired
1,Dorf
1,Not Socrates Cafe.
1,Do Not Buy
1,Waste of money
1,A ridiculous waste of paper!
2,Even an avid suspense fan won't foresee the surprise ending!
1,What is on the tape?
1,Disappointed
1,Kind of junky
1,Bailamos all the way.
2,MARIETH DAVILA.
2,Bailamos: Me gusta mucho
2,Great
1,The names of this book's reviewers seem fake ...
2,A MUST READ FOR EVERY VOTER THIS FALL
1,"sadly, a shoddy work"
2,"NICE,AWSOME,COOL SHOTS."
2,"Terrific, Magical, spellbounding,left me speachless"
1,Many Miles Away..a tribute to The Police
2,Tells you what it really means to let go!
1,Ok
2,Life doesn't always go as we want. This might help.
1,The worst proofed book in the universe
1,BORING
2,Good educational supplement
1,Cheaper Than It Looks - Cheaper Than It Costs
1,magnetic spice rack
2,My son loves this hat!
2,Beautiful and Practical
2,I'll Be Watching You
2,Absolutely essential to your collection!
2,Very good value and performance!
1,?????This Game is confusing and stupid?????
2,Great Game
2,"I would give it five, but..."
1,Not worth my time
2,Great for different types of beds
1,DUST RUFFLE
2,The dark side of the river is revealed.
1,Needs better editing- mistakes found
1,Give me a break!
1,Kiss it Off
1,POOR SOUND
1,Not all that great...
2,Gift of the Red Bird
2,Cristo Vive
2,"Right Place, Right Time"
2,Another Great Novel by Peter David
1,Disappointed
1,Ruby Slippers Shoe Covers
1,Cute but Not durable
1,Formulative
2,human growth master mind group
2,I just love it.
2,sultry...blissful...awesome
1,Useless don't waste your money
1,O'really..
1,VERY MISLEADING!!!!
1,Some inappropriate moments for family viewing
2,Adorable movie you'll be surprised how much you love!
1,Horrible movie!
2,Gnomep & Juliet was GREAT!!
2,Volume 3
2,Brilliant Rowan Atkinson
2,where did it go
1,Driller Killer
1,Moto-X
2,Great reference
1,Huge pills impossible to swallow
1,I didn't receive the product ....
1,William J. Hennessey's Modern Furnishings for the Home
2,Jimmie Johnson Cooler
1,Not the same color as on the detail page!
2,A Glowing reiview of a classic band.
1,The best worse zombie movie of recent memory..
2,Useful
2,Tripp Lite TMC
1,Was sent a used item
1,Good-looking but poor performance
1,"Great idea, poor performance"
1,Expensive Piece Of Junk!!
1,crosley crap
1,Junk-Save Your Money
1,"Crosley recoreders are junk ""DO NOT BUY THEM"""
1,CROSLEY CR248 SONGWRITER CD RECORDER
2,Very funny movie
1,What's the Big Deal?
2,The funniest movie I have ever seen!
2,Great for those who understand the comedy
1,What an appalling movie !
2,Loved it
1,Cat
2,I have never laughed so hard at any movie.
1,What a stupid movie!
1,Funny.
1,There's something about Mary--Something foul about Mary!
1,What are they thinking??
1,There's nothing about mary....
2,Classic
2,A classic tale with Amazingly beautiful artwork
2,night before chtistmas
1,Text without pictures.
1,Poor quality
1,Book's animotion is barely viewable.
1,Don't buy it for the pictures... there aren't any!
2,Great book
1,Not great on Kindle
2,Must have for Colorado vacation!
2,Awesome Book!
1,Warning: does not cover Websphere 4.0!
1,"This is a remarketed title in wave of the recent ""Eye"" craze."
2,No whack trax on dis disc!
1,this guy's the worst.........
2,Masterpiece
1,shipper sent me wrong cd then did not respond to emails
1,Very disappointing
2,Cute
1,Rip-Off
2,Yoga is such a wonderful tool for children
2,AN ANGEL SENT DOWN FROM HEAVEN
2,Pretty Cool
2,"Wheel of Time keeps on turning, and surprising"
2,A good book but Jordan is starting to slip.
2,TFOH-- two thumbs up
2,Great series
2,A step up from Shadow Rising
2,Much improved
1,Dream is NOT a delirium
1,"A different, lesser, Sayers"
1,terrible adaptation of.........
2,Ideas for Language Arts Instruction
2,New insight
2,A real suprise find at my public library
1,The thing is huge. Too huge for a car. Put on your 18 wheeler!
1,"good for 101 courses, not for real scholars"
1,Gagged
2,My second favourite Vonnegut!
2,Awesome. And so on.
1,A Waste of Time
2,Vonnegut's funniest book
2,"A Giddy, Existential Delight"
1,Mixing totally different languages and cultures
1,I didn't like it.
2,Best sub drama of all times
2,Absolutely wonderful!
1,Do NOT buy from this seller!
1,Terrible Picture Quality
1,Horrible Video Quality
1,"Film 5 stars, Bluray qualtiy 1 star. Film's DVD is far better."
2,Exciting!
1,Do not buy this!
2,The Hunt for Red October
1,Not As Advertised
1,Shallow and boring!
1,Bridgmans Books
2,A Personal Note From the Author . . .
2,Geek Humour at it's best
2,Very good book I ever read
1,Not her best work
1,don't waste your $!
2,Monster Book
2,Space by Andrew Chaikin
1,Lacking high level details
2,Elvid - That's the Way it Is
2,must have elvis edition
2,That's The Way It Is
1,LOOKS LIKE CHEAP BOOTLEG
1,I want my money back from Time Warner
2,DVD Elvis Thats The Way It Is
2,Disappointing
1,Pretentious and Too self-involved.
1,3 Things about Yellow Dog
1,"Finish it, then forget it"
2,Captain Jack's woman
1,weak effort
1,Poorly written and ill-organised
1,Online docs will do...
1,Poorly organized and the butterthlies is a terrible choice.
1,Only a synopsis of info already out there
1,It's all uphill from here.
1,I need something better
2,Somewhat helpful.
1,Best of Bobby Rydell
1,rating Of 1 Not For Bobby Rydell But For This CD.
1,Rydell Remastered
1,"No focus, every bit for every body"
1,My least favorite Swedish Beauty lotion
2,Great Book But Buy the Infinity Reprint Instead
2,What they promised is what I got
1,"1 marker, not 12."
2,Good movie!
2,You never really know someone
1,Ho-hum
2,FATAL ATTRACTION INTRIGUE
2,"Thrilling, Malevolent, and Brilliant"
1,Average Re-Thread but good storyline
2,by a reader/writer.
2,Great Cat
2,Great reading regarding Waterloo
2,The best book on World Class Manufacturing
1,Too little useful information
2,mormonism for dummies
1,Worst Possible Book on Mormonism
2,Hmmm...
1,A Natural Disaster
1,Awful! Don't waist your money
1,Amateurish disappointment on a major league level
2,Good book for a new developer
1,"Every time i S@#T, this is pretty much what it sounds like."
1,not a good book to start with
2,Unusual and surprising read
2,Great for Heels
1,Hope springs eternal
1,dissappointing
1,Battery Life
2,Great advices.
2,great
2,Hollywood action with heavy drama (4.5*)
2,The first movie to actually Shock me!
2,CARLIN...THE CAPTAIN OF COMEDY
1,Only 1/2 the lights worked
1,Blu Ray ok movie was not
1,ThE NoThInG
2,This movie brings you to a world of woderful imagination.
2,DVD
1,movie
1,"TERRIBLE job, Warner Home Video!!"
1,nonononononononononononononono
1,Zero stars. Please don't buy this.
2,Talk about a classic...this is definately one!
2,This book is good on what it hits.
1,Mesmerizingly Dull
2,Please book the 1st flight to Anguilla!
1,Never mind
1,Too gaudy
2,catchy story!!
2,Fantastic book - and more!
1,The Princess Bride 1st (first) edition Text Only
2,I love this book!!
2,The BEST book ever written!
2,Who are you people?
2,"That rare thing, a hard-to-find cult book that made it big"
2,"An all-time favorite, read the book, watch the movie"
1,"For once, the movie was better than the book"
2,GREAT READ!
1,"I liked the real book, but the abridgement leaves stuff out."
1,Not really...
1,The Princess Bride by William Goldman
2,Book club
2,"Always an adventure,the first time or the fiftieth"
2,Did the Trick
1,I don't know what shape person this is supposed to fit...
2,Nice
1,Good songs but technically flawed recording.
1,"Too big, too small."
2,A tragic tale
1,A great book... in its time. Check out the 2nd edition.
2,great
2,great movies
2,Good movies
2,Even if you know how to write a Complier over the weekend...
2,Great product! It is 614
2,Why make it from scratch??
2,A lot of fun
2,could be cheaper
1,Forget the storage case
2,HTC PM7000 Portamate Miter Saw & Power Tool Work Center
2,AWESOME
1,Way to floral
1,Clich̩d
1,Paradise Lost
2,Ready for something different ?
2,High Quality Bag
2,"This completes the Kindle ""Nuala Ann"" Collection!"
2,"As good as ""Gold"""
1,Junk
2,awesome.
1,Viewer BEWARE! This is not a Horror Movie or even a good movie for that matter
1,Started interesting
2,Warming to the cause
2,Not as great but still very good
2,Jordan takes off
2,Roads To Koktebel was ANOTHER great Art House Film
1,Lame
1,Como arreglarlo
2,wonderful toy for preschoolers
1,Makes too much noise!
2,This Diverter Draws Attention
1,What a disapointment :(
2,Vermeer's Genius Revealed To All
1,A Great Disappointment
2,WHAT?
2,great shipper!
2,Out of Exile
2,Wife loves it... which makes me happy
1,Disappointing!
1,Aikido is not a sport
2,A really good young song writter
1,meh just buy the whole album
1,worthless
1,Yawn...
2,What are the critics thinking?
1,Don't waste your time
1,How disappointed can a Book Club be?
